participant,epochs,SAT,condition
S17,234,accuracy,Medium
S17,235,accuracy,Medium
S17,236,accuracy,High
S17,237,accuracy,High
S17,238,accuracy,High
S17,239,accuracy,Medium
S17,240,accuracy,Medium
S17,241,accuracy,Medium
S17,242,accuracy,High
S17,243,accuracy,Low
S17,244,accuracy,High
S17,245,accuracy,Medium
S17,246,accuracy,Low
S17,247,accuracy,Medium
S17,248,accuracy,Low
S17,249,accuracy,Low
S17,250,accuracy,Medium
S17,251,accuracy,Low
S17,252,accuracy,Low
S17,253,accuracy,Medium
S17,254,accuracy,Low
S17,255,accuracy,Medium
S17,256,accuracy,High
S17,257,accuracy,Medium
S17,258,accuracy,Medium
S17,259,accuracy,Medium
S17,260,accuracy,High
S17,261,accuracy,High
S17,262,accuracy,Medium
S17,263,accuracy,Medium
S17,264,accuracy,Medium
S17,265,accuracy,Medium
S17,266,accuracy,Medium
S17,267,accuracy,Low
S17,268,accuracy,Medium
S17,269,accuracy,Medium
S17,270,accuracy,Low
S17,271,accuracy,Low
S17,272,accuracy,High
S17,273,accuracy,Low
S17,274,accuracy,High
S17,275,accuracy,Medium
S17,276,accuracy,High
S17,277,accuracy,High
S17,278,accuracy,High
S17,279,accuracy,High
S17,280,accuracy,High
S17,281,accuracy,Medium
S17,282,accuracy,Medium
S17,283,accuracy,High
S17,284,accuracy,Low
S17,285,accuracy,Medium
S17,286,accuracy,High
S17,287,accuracy,Medium
S17,288,accuracy,High
S17,289,accuracy,Medium
S17,290,accuracy,High
S17,291,accuracy,Medium
S17,292,accuracy,Medium
S17,293,accuracy,High
S17,294,accuracy,Medium
S17,295,accuracy,High
S17,296,accuracy,Low
S17,297,accuracy,Low
S17,298,accuracy,Low
S17,299,accuracy,Medium
S17,300,accuracy,High
S17,301,accuracy,Medium
S17,302,accuracy,Medium
S17,303,accuracy,Low
S17,304,accuracy,High
S17,612,accuracy,Low
S17,613,accuracy,High
S17,614,accuracy,Low
S17,615,accuracy,Medium
S17,616,accuracy,Medium
S17,617,accuracy,High
S17,618,accuracy,High
S17,619,accuracy,Medium
S17,620,accuracy,Low
S17,621,accuracy,Low
S17,622,accuracy,High
S17,623,accuracy,High
S17,624,accuracy,High
S17,625,accuracy,Low
S17,626,accuracy,Low
S17,627,accuracy,Medium
S17,628,accuracy,High
S17,629,accuracy,Medium
S17,630,accuracy,Low
S17,631,accuracy,Low
S17,632,accuracy,High
S17,633,accuracy,High
S17,634,accuracy,Medium
S17,635,accuracy,High
S17,636,accuracy,Low
S17,637,accuracy,Medium
S17,638,accuracy,High
S17,639,accuracy,Medium
S17,640,accuracy,High
S17,641,accuracy,Medium
S17,642,accuracy,Low
S17,643,accuracy,High
S17,644,accuracy,Medium
S17,645,accuracy,High
S17,646,accuracy,Medium
S17,647,accuracy,High
S17,648,accuracy,High
S17,649,accuracy,High
S17,650,accuracy,Medium
S17,651,accuracy,Medium
S17,652,accuracy,Medium
S17,653,accuracy,Low
S17,654,accuracy,High
S17,655,accuracy,Medium
S17,656,accuracy,Medium
S17,657,accuracy,Medium
S17,658,accuracy,High
S17,659,accuracy,Low
S17,660,accuracy,High
S17,661,accuracy,High
S17,662,accuracy,Medium
S17,663,accuracy,High
S17,664,accuracy,Medium
S17,665,accuracy,High
S17,666,accuracy,High
S17,667,accuracy,Medium
S17,668,accuracy,Low
S17,669,accuracy,Low
S17,670,accuracy,High
S17,671,accuracy,High
S17,672,accuracy,Medium
S17,673,accuracy,Medium
S17,674,accuracy,High
S17,675,accuracy,High
S17,676,accuracy,High
S17,677,accuracy,Medium
S17,678,accuracy,Medium
S17,679,accuracy,Medium
S17,680,accuracy,High
S17,681,accuracy,Medium
S17,682,accuracy,Low
S17,683,accuracy,High
S17,684,accuracy,Low
S17,685,accuracy,High
S17,686,accuracy,Low
S17,687,accuracy,High
S17,688,accuracy,Low
S17,689,accuracy,Low
S17,690,accuracy,Medium
S17,691,accuracy,Medium
S17,692,accuracy,Low
S17,693,accuracy,Low
S17,694,accuracy,High
S17,695,accuracy,High
S17,696,accuracy,Medium
S17,697,accuracy,Low
S17,698,accuracy,Medium
S17,699,accuracy,Medium
S17,700,accuracy,Medium
S17,701,accuracy,High
S17,702,accuracy,Medium
S17,703,accuracy,Low
S17,704,accuracy,Medium
S17,705,accuracy,High
S17,706,accuracy,Medium
S17,707,accuracy,Medium
S17,708,accuracy,Medium
S17,709,accuracy,Medium
S17,710,accuracy,Low
S17,711,accuracy,Low
S17,712,accuracy,High
S17,714,accuracy,High
S17,715,accuracy,High
S17,716,accuracy,High
S17,717,accuracy,High
S17,718,accuracy,High
S17,719,accuracy,High
S17,720,accuracy,Medium
S17,721,accuracy,Medium
S17,722,accuracy,Low
S17,723,accuracy,High
S17,724,accuracy,High
S17,725,accuracy,High
S17,726,accuracy,Low
S17,727,accuracy,Medium
S17,728,accuracy,Medium
S17,729,accuracy,Medium
S17,730,accuracy,High
S17,731,accuracy,Medium
S17,733,accuracy,Low
S17,734,accuracy,Medium
S17,735,accuracy,Medium
S17,736,accuracy,Low
S17,737,accuracy,Medium
S17,738,accuracy,Medium
S17,739,accuracy,Medium
S17,740,accuracy,High
S17,741,accuracy,High
S17,742,accuracy,Medium
S17,743,accuracy,Medium
S17,744,accuracy,Medium
S17,745,accuracy,Medium
S17,746,accuracy,High
S17,747,accuracy,Medium
S17,748,accuracy,High
S17,749,accuracy,Low
S17,750,accuracy,High
S17,751,accuracy,Medium
S17,752,accuracy,Low
S17,753,accuracy,Low
S17,754,accuracy,Medium
S17,755,accuracy,Low
S17,756,accuracy,Medium
S17,757,accuracy,Medium
S17,758,accuracy,Medium
S17,759,accuracy,Medium
S17,760,accuracy,Low
S17,761,accuracy,Low
S17,762,accuracy,Low
S17,763,accuracy,Low
S17,764,accuracy,Low
S17,765,accuracy,Low
S17,766,accuracy,Low
S17,767,accuracy,Low
S17,768,accuracy,Low
S17,769,accuracy,Low
S17,770,accuracy,Low
S17,771,accuracy,Medium
S17,772,accuracy,High
S17,773,accuracy,Low
S17,774,accuracy,Low
S17,775,accuracy,High
S17,776,accuracy,Low
S17,777,accuracy,Medium
S17,778,accuracy,High
S17,779,accuracy,Medium
S17,780,accuracy,Medium
S17,781,accuracy,High
S17,785,accuracy,Medium
S17,786,accuracy,Medium
S17,787,accuracy,High
S17,788,accuracy,High
S17,789,accuracy,Medium
S17,790,accuracy,Medium
S17,791,accuracy,High
S17,792,accuracy,Low
S17,793,accuracy,Medium
S17,794,accuracy,Medium
S17,795,accuracy,Medium
S17,796,accuracy,Low
S17,797,accuracy,Medium
S17,798,accuracy,Low
S17,799,accuracy,Low
S17,800,accuracy,Medium
S17,801,accuracy,Medium
S17,802,accuracy,Medium
S17,803,accuracy,Medium
S17,804,accuracy,Low
S17,805,accuracy,Low
S17,806,accuracy,High
S17,807,accuracy,High
S17,808,accuracy,Medium
S17,809,accuracy,Low
S17,810,accuracy,High
S17,811,accuracy,Medium
S17,812,accuracy,High
S17,813,accuracy,High
S17,814,accuracy,Low
S17,816,speed,Medium
S17,817,speed,Low
S17,818,speed,Low
S17,819,speed,Low
S17,820,speed,Low
S17,821,speed,Medium
S17,822,speed,Medium
S17,823,speed,Low
S17,825,speed,Low
S17,826,speed,Medium
S17,827,speed,Medium
S17,828,speed,Low
S17,829,speed,Low
S17,830,speed,Medium
S17,831,speed,High
S17,832,speed,High
S17,833,speed,High
S17,834,speed,Low
S17,839,speed,High
S17,840,speed,Medium
S17,841,speed,High
S17,842,speed,Low
S17,843,speed,Medium
S17,844,speed,High
S17,845,speed,High
S17,846,speed,High
S17,850,speed,Medium
S17,851,speed,Medium
S17,852,speed,Low
S17,853,speed,Medium
S17,854,speed,Low
S17,855,speed,High
S17,856,speed,Medium
S17,857,speed,High
S17,858,speed,High
S17,859,speed,Low
S17,860,speed,High
S17,861,speed,High
S17,862,speed,Low
S17,863,speed,Low
S17,864,speed,Medium
S17,865,speed,Low
S17,866,speed,High
S17,867,speed,Medium
S17,868,speed,Low
S17,869,speed,Medium
S17,870,speed,Medium
S17,872,speed,High
S17,873,speed,Medium
S17,874,speed,Medium
S17,875,speed,High
S17,877,speed,High
S17,880,speed,Medium
S17,881,speed,Low
S17,882,speed,Low
S17,892,speed,Low
S17,893,speed,Medium
S17,894,speed,High
S17,899,speed,High
S17,900,speed,Medium
S17,915,speed,Medium
S17,916,speed,Low
S17,1225,speed,Low
S17,1226,speed,Low
S17,1228,speed,Medium
S17,1229,speed,Low
S17,1230,speed,Low
S17,1231,speed,High
S17,1232,speed,High
S17,1233,speed,Low
S17,1234,speed,Low
S17,1235,speed,Low
S17,1236,speed,Medium
S17,1238,speed,Low
S17,1239,speed,Low
S17,1240,speed,Medium
S17,1241,speed,Medium
S17,1242,speed,Low
S17,1243,speed,Low
S17,1244,speed,Low
S17,1245,speed,Low
S17,1246,speed,Low
S17,1249,speed,Low
S17,1252,speed,Medium
S17,1254,speed,Low
S17,1255,speed,Low
S17,1256,speed,Medium
S17,1260,speed,Medium
S17,1262,speed,Medium
S17,1263,speed,Low
S17,1264,speed,Medium
S17,1265,speed,High
S17,1266,speed,Low
S17,1267,speed,Low
S17,1268,speed,High
S17,1270,speed,Low
S17,1271,speed,Medium
S17,1272,speed,Low
S17,1273,speed,Low
S17,1274,speed,Low
S17,1276,speed,Medium
S17,1277,speed,Medium
S17,1278,speed,Medium
S17,1279,speed,Medium
S17,1280,speed,Medium
S17,1281,speed,Medium
S17,1282,speed,Medium
S17,1283,speed,High
S17,1284,speed,Low
S17,1285,speed,Low
S17,1286,speed,High
S17,1287,speed,Low
S17,1288,speed,Low
S17,1289,speed,Low
S17,1290,speed,High
S17,1292,speed,Low
S17,1294,speed,Medium
S17,1295,speed,Low
S17,1296,speed,High
S17,1297,speed,High
S17,1298,speed,Low
S17,1299,speed,Medium
S17,1300,speed,Low
S17,1301,speed,Low
S17,1306,speed,Low
S17,1308,speed,Low
S17,1309,speed,Low
S17,1311,speed,Low
S17,1312,speed,Medium
S17,1313,speed,High
S17,1314,speed,Medium
S17,1315,speed,Medium
S17,1316,speed,Medium
S17,1317,speed,High
S17,1318,speed,Low
S17,1319,speed,Low
S17,1320,speed,High
S17,1322,speed,High
S17,1323,speed,Low
S17,1324,speed,Low
S17,1326,speed,High
S17,1329,speed,Low
S17,1330,speed,Low
S17,1331,speed,Low
S17,1332,speed,Medium
S17,1333,speed,Low
S17,1334,speed,Low
S17,1335,speed,Low
S17,1336,speed,High
S17,1337,speed,Low
S17,1338,speed,Medium
S17,1339,speed,Medium
S17,1340,speed,Medium
S17,1341,speed,Medium
S17,1342,speed,Medium
S17,1343,speed,Low
S17,1344,speed,Low
S17,1345,speed,Low
S17,1346,speed,High
S17,1347,speed,Medium
S17,1348,speed,Low
S17,1349,speed,Medium
S17,1350,speed,High
S17,1351,speed,High
S17,1352,speed,High
S17,1353,speed,High
S17,1354,speed,High
S17,1355,speed,High
S17,1356,speed,Medium
S17,1357,speed,Medium
S17,1358,speed,Medium
S17,1359,speed,Low
S17,1360,speed,Medium
S17,1361,speed,Low
S17,1362,speed,Medium
S17,1363,speed,Low
S17,1365,speed,Low
S17,1367,speed,High
S17,1368,speed,Medium
S17,1369,speed,High
S17,1370,speed,Medium
S17,1371,speed,Low
S17,1372,speed,Medium
S17,1373,speed,Low
S17,1374,speed,Low
S17,1375,speed,High
S17,1376,speed,Low
S17,1377,speed,Low
S17,1378,speed,Medium
S17,1379,speed,Medium
S17,1380,speed,High
S17,1381,speed,High
S17,1382,speed,High
S17,1383,speed,Medium
S17,1384,speed,High
S17,1385,speed,Medium
S17,1386,speed,High
S17,1387,speed,High
S17,1388,speed,Low
S17,1389,speed,High
S17,1390,speed,Low
S17,1391,speed,Low
S17,1392,speed,Low
S17,1393,speed,Low
S17,1394,speed,Medium
S17,1395,speed,Medium
S17,1396,speed,Low
S17,1397,speed,Low
S17,1398,speed,Medium
S17,1399,speed,High
S17,1400,speed,High
S17,1401,speed,High
S17,1402,speed,Low
S17,1403,speed,High
S17,1404,speed,High
S17,1405,speed,Medium
S17,1406,speed,Low
S17,1407,speed,Low
S17,1408,speed,Medium
S17,1409,speed,Medium
S17,1410,speed,High
S17,1411,speed,High
S17,1412,speed,Low
S17,1413,speed,High
S17,1414,speed,Low
S17,1416,speed,High
S17,1417,speed,Low
S17,1418,speed,Medium
S17,1419,speed,Medium
S17,1420,speed,High
S17,1421,speed,High
S17,1422,speed,Low
S17,1423,speed,Low
S17,1424,speed,Medium
S17,1425,speed,Low
S17,1426,speed,Medium
S17,1428,accuracy,Medium
S17,1429,accuracy,Medium
S17,1430,accuracy,Low
S17,1431,accuracy,High
S17,1432,accuracy,Medium
S17,1433,accuracy,High
S17,1434,accuracy,High
S17,1435,accuracy,Low
S17,1439,accuracy,High
S17,1440,accuracy,High
S17,1441,accuracy,Medium
S17,1442,accuracy,Medium
S17,1443,accuracy,Low
S17,1444,accuracy,High
S17,1445,accuracy,Low
S17,1446,accuracy,High
S17,1447,accuracy,High
S17,1448,accuracy,High
S17,1449,accuracy,Low
S17,1450,accuracy,High
S17,1451,accuracy,High
S17,1452,accuracy,Low
S17,1453,accuracy,Low
S17,1454,accuracy,High
S17,1455,accuracy,Low
S17,1456,accuracy,High
S17,1459,accuracy,High
S17,1460,accuracy,High
S17,1463,accuracy,High
S17,1464,accuracy,High
S17,1465,accuracy,High
S17,1466,accuracy,High
S17,1467,accuracy,High
S17,1468,accuracy,High
S17,1469,accuracy,Medium
S17,1470,accuracy,High
S17,1471,accuracy,High
S17,1472,accuracy,High
S17,1473,accuracy,Medium
S17,1474,accuracy,Medium
S17,1475,accuracy,Medium
S17,1476,accuracy,Low
S17,1477,accuracy,High
S17,1478,accuracy,Low
S17,1479,accuracy,High
S17,1480,accuracy,Medium
S17,1481,accuracy,Medium
S17,1482,accuracy,Low
S17,1483,accuracy,Low
S17,1484,accuracy,High
S17,1485,accuracy,Medium
S17,1486,accuracy,Medium
S17,1487,accuracy,Low
S17,1488,accuracy,High
S17,1489,accuracy,Medium
S17,1490,accuracy,Medium
S17,1491,accuracy,Medium
S17,1492,accuracy,High
S17,1493,accuracy,High
S17,1494,accuracy,Medium
S17,1495,accuracy,Low
S17,1496,accuracy,High
S17,1497,accuracy,Medium
S17,1498,accuracy,Low
S17,1499,accuracy,Medium
S17,1500,accuracy,High
S17,1501,accuracy,Low
S17,1502,accuracy,Low
S17,1503,accuracy,Low
S17,1504,accuracy,High
S17,1505,accuracy,Low
S17,1506,accuracy,Medium
S17,1507,accuracy,Medium
S17,1508,accuracy,Medium
S17,1509,accuracy,Low
S17,1510,accuracy,Low
S17,1511,accuracy,Low
S17,1512,accuracy,Low
S17,1513,accuracy,High
S17,1514,accuracy,High
S17,1515,accuracy,High
S17,1516,accuracy,Medium
S17,1519,accuracy,Low
S17,1520,accuracy,Low
S17,1521,accuracy,High
S17,1522,accuracy,High
S17,1523,accuracy,Low
S17,1524,accuracy,Low
S17,1525,accuracy,Medium
S17,1526,accuracy,Low
S17,1527,accuracy,High
S17,1528,accuracy,Low
S17,1836,accuracy,Low
S17,1837,accuracy,Medium
S17,1838,accuracy,High
S17,1839,accuracy,Medium
S17,1840,accuracy,Medium
S17,1841,accuracy,Medium
S17,1842,accuracy,High
S17,1843,accuracy,Low
S17,1844,accuracy,High
S17,1845,accuracy,High
S17,1846,accuracy,Low
S17,1847,accuracy,High
S17,1848,accuracy,Medium
S17,1849,accuracy,Low
S17,1850,accuracy,Medium
S17,1851,accuracy,Medium
S17,1852,accuracy,Low
S17,1853,accuracy,High
S17,1854,accuracy,Low
S17,1855,accuracy,Low
S17,1856,accuracy,Low
S17,1857,accuracy,Low
S17,1858,accuracy,Low
S17,1859,accuracy,Low
S17,1860,accuracy,Medium
S17,1861,accuracy,Medium
S17,1862,accuracy,Low
S17,1863,accuracy,Low
S17,1864,accuracy,Low
S17,1865,accuracy,Low
S17,1866,accuracy,Low
S17,1867,accuracy,Low
S17,1868,accuracy,Low
S17,1869,accuracy,Low
S17,1870,accuracy,Low
S17,1871,accuracy,Low
S17,1872,accuracy,High
S17,1873,accuracy,Low
S17,1874,accuracy,High
S17,1875,accuracy,Low
S17,1876,accuracy,High
S17,1877,accuracy,High
S17,1878,accuracy,Low
S17,1879,accuracy,Low
S17,1880,accuracy,High
S17,1881,accuracy,Medium
S17,1882,accuracy,Low
S17,1883,accuracy,Low
S17,1884,accuracy,Low
S17,1885,accuracy,Medium
S17,1886,accuracy,Low
S17,1887,accuracy,High
S17,1888,accuracy,Medium
S17,1889,accuracy,Low
S17,1890,accuracy,Low
S17,1891,accuracy,Medium
S17,1892,accuracy,Medium
S17,1893,accuracy,Low
S17,1894,accuracy,Low
S17,1895,accuracy,High
S17,1896,accuracy,High
S17,1897,accuracy,High
S17,1898,accuracy,Medium
S17,1899,accuracy,Low
S17,1900,accuracy,Low
S17,1901,accuracy,Medium
S17,1902,accuracy,Low
S17,1903,accuracy,Low
S17,1904,accuracy,Low
S17,1905,accuracy,Low
S17,1906,accuracy,Medium
S17,1907,accuracy,Low
S17,1908,accuracy,Medium
S17,1909,accuracy,Low
S17,1910,accuracy,Low
S17,1911,accuracy,Low
S17,1912,accuracy,Low
S17,1913,accuracy,High
S17,1914,accuracy,Low
S17,1915,accuracy,Low
S17,1916,accuracy,Low
S17,1917,accuracy,Medium
S17,1918,accuracy,Low
S17,1919,accuracy,High
S17,1920,accuracy,High
S17,1921,accuracy,High
S17,1922,accuracy,High
S17,1923,accuracy,Medium
S17,1924,accuracy,Low
S17,1925,accuracy,Low
S17,1926,accuracy,Low
S17,1927,accuracy,Low
S17,1928,accuracy,Low
S17,1929,accuracy,Low
S17,1930,accuracy,High
S17,1931,accuracy,Low
S17,1932,accuracy,Low
S17,1933,accuracy,High
S17,1934,accuracy,Low
S17,1935,accuracy,Medium
S17,1938,accuracy,High
S17,1939,accuracy,High
S17,1940,accuracy,Medium
S17,1941,accuracy,Medium
S17,1942,accuracy,High
S17,1943,accuracy,High
S17,1944,accuracy,High
S17,1945,accuracy,High
S17,1946,accuracy,Medium
S17,1947,accuracy,Medium
S17,1948,accuracy,Low
S17,1949,accuracy,High
S17,1950,accuracy,Medium
S17,1951,accuracy,High
S17,1952,accuracy,High
S17,1953,accuracy,High
S17,1954,accuracy,High
S17,1955,accuracy,High
S17,1956,accuracy,High
S17,1957,accuracy,Medium
S17,1958,accuracy,Medium
S17,1959,accuracy,Medium
S17,1960,accuracy,High
S17,1961,accuracy,Low
S17,1962,accuracy,High
S17,1963,accuracy,Low
S17,1964,accuracy,High
S17,1965,accuracy,Medium
S17,1966,accuracy,Medium
S17,1967,accuracy,Low
S17,1968,accuracy,Low
S17,1969,accuracy,High
S17,1970,accuracy,High
S17,1971,accuracy,High
S17,1972,accuracy,Low
S17,1973,accuracy,Medium
S17,1974,accuracy,Medium
S17,1975,accuracy,High
S17,1976,accuracy,Medium
S17,1977,accuracy,Low
S17,1978,accuracy,Low
S17,1979,accuracy,Low
S17,1980,accuracy,Low
S17,1981,accuracy,Low
S17,1982,accuracy,Low
S17,1983,accuracy,Medium
S17,1984,accuracy,Low
S17,1985,accuracy,Low
S17,1986,accuracy,Medium
S17,1987,accuracy,Low
S17,1988,accuracy,Low
S17,1989,accuracy,High
S17,1990,accuracy,Low
S17,1991,accuracy,Medium
S17,1992,accuracy,Low
S17,1993,accuracy,Medium
S17,1994,accuracy,High
S17,1995,accuracy,Low
S17,1996,accuracy,Medium
S17,1997,accuracy,High
S17,1998,accuracy,Low
S17,1999,accuracy,Medium
S17,2000,accuracy,Medium
S17,2001,accuracy,Low
S17,2002,accuracy,High
S17,2003,accuracy,High
S17,2004,accuracy,Medium
S17,2005,accuracy,High
S17,2006,accuracy,Low
S17,2007,accuracy,Low
S17,2008,accuracy,Medium
S17,2009,accuracy,Medium
S17,2010,accuracy,High
S17,2011,accuracy,Medium
S17,2012,accuracy,High
S17,2013,accuracy,Low
S17,2014,accuracy,High
S17,2015,accuracy,Low
S17,2016,accuracy,Medium
S17,2017,accuracy,High
S17,2018,accuracy,Low
S17,2019,accuracy,Low
S17,2020,accuracy,Low
S17,2021,accuracy,Low
S17,2022,accuracy,Low
S17,2023,accuracy,Low
S17,2024,accuracy,High
S17,2025,accuracy,High
S17,2026,accuracy,Low
S17,2027,accuracy,High
S17,2028,accuracy,High
S17,2029,accuracy,Low
S17,2030,accuracy,High
S17,2031,accuracy,Medium
S17,2032,accuracy,Medium
S17,2033,accuracy,High
S17,2034,accuracy,High
S17,2035,accuracy,High
S17,2036,accuracy,Low
S17,2037,accuracy,Medium
S17,2038,accuracy,Medium
S17,2040,speed,High
S17,2042,speed,Medium
S17,2043,speed,Low
S17,2047,speed,Medium
S17,2048,speed,Medium
S17,2049,speed,Low
S17,2051,speed,Medium
S17,2054,speed,Low
S17,2055,speed,Low
S17,2056,speed,Low
S17,2057,speed,Medium
S17,2058,speed,Low
S17,2059,speed,High
S17,2060,speed,Medium
S17,2061,speed,Medium
S17,2062,speed,High
S17,2063,speed,Medium
S17,2064,speed,Low
S17,2065,speed,Medium
S17,2066,speed,Low
S17,2067,speed,Medium
S17,2068,speed,Medium
S17,2069,speed,Low
S17,2070,speed,Medium
S17,2071,speed,High
S17,2072,speed,Medium
S17,2073,speed,Medium
S17,2074,speed,Medium
S17,2077,speed,Medium
S17,2078,speed,High
S17,2079,speed,Low
S17,2080,speed,Medium
S17,2081,speed,High
S17,2082,speed,High
S17,2083,speed,High
S17,2084,speed,High
S17,2086,speed,High
S17,2087,speed,High
S17,2088,speed,Medium
S17,2089,speed,High
S17,2090,speed,High
S17,2091,speed,High
S17,2092,speed,Low
S17,2093,speed,High
S17,2094,speed,High
S17,2095,speed,High
S17,2096,speed,High
S17,2097,speed,Low
S17,2098,speed,High
S17,2100,speed,Medium
S17,2101,speed,Medium
S17,2102,speed,Low
S17,2103,speed,Medium
S17,2104,speed,Medium
S17,2105,speed,Low
S17,2106,speed,High
S17,2107,speed,Medium
S17,2108,speed,Low
S17,2109,speed,High
S17,2111,speed,Medium
S17,2112,speed,Low
S17,2113,speed,Low
S17,2114,speed,Medium
S17,2115,speed,Low
S17,2116,speed,High
S17,2117,speed,Low
S17,2118,speed,Low
S17,2119,speed,Low
S17,2120,speed,Medium
S17,2121,speed,High
S17,2122,speed,Medium
S17,2123,speed,Medium
S17,2124,speed,High
S17,2125,speed,High
S17,2127,speed,Low
S17,2128,speed,Medium
S17,2129,speed,Medium
S17,2130,speed,Medium
S17,2131,speed,High
S17,2132,speed,High
S17,2133,speed,Medium
S17,2134,speed,Low
S17,2135,speed,Medium
S17,2136,speed,High
S17,2137,speed,High
S17,2138,speed,High
S17,2139,speed,High
S17,2140,speed,Medium
S3,306,accuracy,High
S3,307,accuracy,Medium
S3,308,accuracy,High
S3,309,accuracy,Medium
S3,310,accuracy,High
S3,311,accuracy,Medium
S3,312,accuracy,High
S3,313,accuracy,Medium
S3,314,accuracy,High
S3,315,accuracy,Medium
S3,316,accuracy,High
S3,317,accuracy,High
S3,318,accuracy,Low
S3,319,accuracy,Medium
S3,320,accuracy,High
S3,321,accuracy,Low
S3,322,accuracy,High
S3,323,accuracy,High
S3,324,accuracy,High
S3,325,accuracy,High
S3,326,accuracy,Low
S3,327,accuracy,Low
S3,328,accuracy,Medium
S3,329,accuracy,High
S3,330,accuracy,High
S3,331,accuracy,High
S3,332,accuracy,Medium
S3,333,accuracy,Low
S3,334,accuracy,High
S3,335,accuracy,High
S3,336,accuracy,High
S3,337,accuracy,High
S3,338,accuracy,High
S3,339,accuracy,Low
S3,340,accuracy,High
S3,341,accuracy,Low
S3,342,accuracy,High
S3,345,accuracy,Low
S3,346,accuracy,High
S3,347,accuracy,Medium
S3,348,accuracy,High
S3,349,accuracy,Medium
S3,350,accuracy,Low
S3,351,accuracy,Medium
S3,352,accuracy,High
S3,353,accuracy,Low
S3,354,accuracy,High
S3,355,accuracy,High
S3,356,accuracy,Low
S3,357,accuracy,Low
S3,358,accuracy,Medium
S3,359,accuracy,Medium
S3,360,accuracy,Medium
S3,361,accuracy,Medium
S3,362,accuracy,Medium
S3,363,accuracy,Low
S3,364,accuracy,Medium
S3,365,accuracy,Medium
S3,366,accuracy,Low
S3,367,accuracy,Low
S3,368,accuracy,Low
S3,369,accuracy,Medium
S3,370,accuracy,High
S3,371,accuracy,High
S3,372,accuracy,High
S3,373,accuracy,Low
S3,374,accuracy,Low
S3,375,accuracy,Medium
S3,376,accuracy,Low
S3,377,accuracy,Low
S3,378,accuracy,Low
S3,379,accuracy,Low
S3,380,accuracy,Low
S3,381,accuracy,Low
S3,382,accuracy,Low
S3,383,accuracy,High
S3,384,accuracy,High
S3,385,accuracy,High
S3,386,accuracy,Low
S3,387,accuracy,High
S3,388,accuracy,Medium
S3,389,accuracy,Medium
S3,390,accuracy,Low
S3,391,accuracy,Low
S3,392,accuracy,Low
S3,393,accuracy,Low
S3,394,accuracy,Medium
S3,395,accuracy,Medium
S3,396,accuracy,Low
S3,397,accuracy,Low
S3,398,accuracy,Low
S3,399,accuracy,Low
S3,400,accuracy,Low
S3,401,accuracy,High
S3,402,accuracy,Medium
S3,403,accuracy,High
S3,404,accuracy,High
S3,405,accuracy,Low
S3,406,accuracy,Medium
